GENE PRODUCT DB	Protein.Group	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	O15393	TMPRSS2	involved_in	GO:0016540	protein autoprocessing	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000666447|UniProtKB:O15393	9606	GO_Central		P
UniProtKB	O15393	TMPRSS2	involved_in	GO:0016540	protein autoprocessing	ECO:0000315	IMP	PMID:21068237		9606	UniProt		P
UniProtKB	O43323	DHH	involved_in	GO:0016540	protein autoprocessing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001767	9606	InterPro		P
UniProtKB	O43353	RIPK2	involved_in	GO:0097202	activation of cysteine-type endopeptidase activity	ECO:0000314	IDA	PMID:11821383		9606	UniProt		P
UniProtKB	O43464	HTRA2	involved_in	GO:0016540	protein autoprocessing	ECO:0000304	TAS	PMID:11602612		9606	ParkinsonsUK-UCL		P
UniProtKB	O43866	CD5L	involved_in	GO:0031638	zymogen activation	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1100881|PANTHER:PTN002499858	9606	GO_Central		P
UniProtKB	O43897	TLL1	involved_in	GO:0016485	protein processing	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0003719|FB:FBgn0004885|PANTHER:PTN001298759	9606	GO_Central		P
UniProtKB	O60428	O60428	involved_in	GO:0016540	protein autoprocessing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026932	9606	InterPro		P
UniProtKB	O75439	PMPCB	involved_in	GO:0006627	protein processing involved in protein targeting to mitochondrion	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000220293|RGD:621297|SGD:S000004153|UniProtKB:O75439	9606	GO_Central		P
UniProtKB	O75439	PMPCB	involved_in	GO:0006627	protein processing involved in protein targeting to mitochondrion	ECO:0000314	IDA	PMID:22354088		9606	UniProt		P
UniProtKB	O75439	PMPCB	involved_in	GO:0006627	protein processing involved in protein targeting to mitochondrion	ECO:0005547	NAS	PMID:32443488		9606	ComplexPortal		P
UniProtKB	O75503	CLN5	involved_in	GO:0006465	signal peptide processing	ECO:0000314	IDA	PMID:20052765		9606	UniProt		P
UniProtKB	O75787	ATP6AP2	involved_in	GO:0002003	angiotensin maturation	ECO:0000314	IDA	PMID:12045255		9606	HGNC-UCL		P
UniProtKB	O75787	ATP6AP2	involved_in	GO:0002003	angiotensin maturation	ECO:0000314	IDA	PMID:15746149		9606	HGNC-UCL		P
UniProtKB	O75844	ZMPSTE24	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q80W54|ensembl:ENSMUSP00000053900	9606	Ensembl		P
UniProtKB	O75844	ZMPSTE24	involved_in	GO:0071586	CAAX-box protein processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027057	9606	InterPro		P
UniProtKB	O75844	ZMPSTE24	involved_in	GO:0071586	CAAX-box protein processing	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000012712|SGD:S000003878|WB:WBGene00001405	9606	GO_Central		P
UniProtKB	O75976	CPD	involved_in	GO:0016485	protein processing	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0004648|MGI:MGI:101932|PANTHER:PTN000163973|RGD:2394|WB:WBGene00001189	9606	GO_Central		P
UniProtKB	O95450	ADAMTS2	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8C9W3|ensembl:ENSMUSP00000040171	9606	Ensembl		P
UniProtKB	O95672	ECEL1	involved_in	GO:0016485	protein processing	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000199753|RGD:620293|UniProtKB:P08473|UniProtKB:P0DPD6|UniProtKB:P42891|UniProtKB:P42892	9606	GO_Central		P
UniProtKB	P00558	PGK1	involved_in	GO:0031639	plasminogen activation	ECO:0000315	IMP	PMID:11130727		9606	CAFA		P
UniProtKB	P00736	C1R	involved_in	GO:0031638	zymogen activation	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002799295|UniProtKB:P00736	9606	GO_Central		P
UniProtKB	P00736	C1R	involved_in	GO:0031638	zymogen activation	ECO:0000314	IDA	PMID:20178990		9606	CAFA	has_input(UniProtKB:P00736)	P
UniProtKB	P00740	F9	involved_in	GO:0031638	zymogen activation	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000667592|UniProtKB:P00740|UniProtKB:P00741	9606	GO_Central		P
UniProtKB	P00740	F9	involved_in	GO:0031638	zymogen activation	ECO:0000314	IDA	PMID:2592373		9606	UniProt		P
UniProtKB	P00747	PLG	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P20918|ensembl:ENSMUSP00000014578	9606	Ensembl		P
UniProtKB	P00748	F12	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:18725990		9606	BHF-UCL		P
UniProtKB	P00748	F12	involved_in	GO:0016540	protein autoprocessing	ECO:0000314	IDA	PMID:18725990		9606	BHF-UCL		P
UniProtKB	P00748	F12	involved_in	GO:0031638	zymogen activation	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002800021|UniProtKB:P00748	9606	GO_Central		P
UniProtKB	P00748	F12	involved_in	GO:0031638	zymogen activation	ECO:0000314	IDA	PMID:18725990		9606	BHF-UCL		P
UniProtKB	P00748	F12	involved_in	GO:0031638	zymogen activation	ECO:0000314	IDA	PMID:6793628		9606	BHF-UCL		P
UniProtKB	P00748	F12	involved_in	GO:0031638	zymogen activation	ECO:0000314	IDA	PMID:89876		9606	BHF-UCL		P
UniProtKB	P00749	PLAU	involved_in	GO:0031639	plasminogen activation	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002800003|UniProtKB:P00749|ZFIN:ZDB-GENE-030619-15|ZFIN:ZDB-GENE-090313-278	9606	GO_Central		P
UniProtKB	P00749	PLAU	involved_in	GO:0031639	plasminogen activation	ECO:0000314	IDA	PMID:25978044		9606	AgBase	has_input(UniProtKB:P00747)|has_input(UniProtKB:P75391)	P
UniProtKB	P00750	PLAT	involved_in	GO:0031639	plasminogen activation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026280	9606	InterPro		P
UniProtKB	P00750	PLAT	involved_in	GO:0031639	plasminogen activation	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002799995|RGD:3342|UniProtKB:P00750|UniProtKB:Q28198	9606	GO_Central		P
UniProtKB	P00750	PLAT	involved_in	GO:0031639	plasminogen activation	ECO:0000314	IDA	PMID:12694198		9606	UniProt		P
UniProtKB	P00750	PLAT	involved_in	GO:0031639	plasminogen activation	ECO:0000314	IDA	PMID:17849409		9606	CAFA	happens_during(GO:0009609)	P
UniProtKB	P00750	PLAT	involved_in	GO:0031639	plasminogen activation	ECO:0000314	IDA	PMID:24196407		9606	CAFA	causally_upstream_of(GO:0042730)	P
UniProtKB	P00797	REN	involved_in	GO:0002003	angiotensin maturation	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:97898|PANTHER:PTN002671446|RGD:3554|UniProtKB:P00797	9606	GO_Central		P
UniProtKB	P00797	REN	involved_in	GO:0002003	angiotensin maturation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P06281|ensembl:ENSMUSP00000092135	9606	Ensembl		P
UniProtKB	P00797	REN	involved_in	GO:0002003	angiotensin maturation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P08424|ensembl:ENSRNOP00000003951	9606	Ensembl		P
UniProtKB	P00797	REN	involved_in	GO:0002003	angiotensin maturation	ECO:0000314	IDA	PMID:12045255		9606	HGNC-UCL		P
UniProtKB	P00797	REN	involved_in	GO:0002003	angiotensin maturation	ECO:0000304	TAS	Reactome:R-HSA-2022403		9606	Reactome		P
UniProtKB	P00797	REN	involved_in	GO:0002003	angiotensin maturation	ECO:0000304	TAS	Reactome:R-HSA-2022412		9606	Reactome		P
UniProtKB	P00797	REN	involved_in	GO:0002003	angiotensin maturation	ECO:0000304	TAS	Reactome:R-HSA-2065357		9606	Reactome		P
UniProtKB	P02671	FGA	involved_in	GO:0031639	plasminogen activation	ECO:0000314	IDA	PMID:16846481		9606	UniProt		P
UniProtKB	P02675	FGB	involved_in	GO:0031639	plasminogen activation	ECO:0000314	IDA	PMID:16846481		9606	UniProt		P
UniProtKB	P02679	FGG	involved_in	GO:0031639	plasminogen activation	ECO:0000314	IDA	PMID:16846481		9606	UniProt		P
UniProtKB	P02749	APOH	involved_in	GO:0031639	plasminogen activation	ECO:0000314	IDA	PMID:16480936		9606	BHF-UCL		P
UniProtKB	P03951	F11	involved_in	GO:0031639	plasminogen activation	ECO:0000314	IDA	PMID:89876		9606	BHF-UCL		P
UniProtKB	P03952	KLKB1	involved_in	GO:0031638	zymogen activation	ECO:0000304	TAS	PMID:2510163		9606	BHF-UCL		P
UniProtKB	P03952	KLKB1	involved_in	GO:0031639	plasminogen activation	ECO:0000314	IDA	PMID:89876		9606	BHF-UCL		P
UniProtKB	P05408	SCG5	involved_in	GO:0016486	peptide hormone processing	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P12961	9606	UniProt		P
UniProtKB	P05408	SCG5	involved_in	GO:0016486	peptide hormone processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12961|ensembl:ENSMUSP00000024005	9606	Ensembl		P
UniProtKB	P06276	BCHE	involved_in	GO:0016486	peptide hormone processing	ECO:0000304	TAS	Reactome:R-HSA-422085		9606	Reactome		P
UniProtKB	P06870	KLK1	involved_in	GO:0031638	zymogen activation	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:891981|MGI:MGI:95291|MGI:MGI:95292|MGI:MGI:95293|PANTHER:PTN000668785	9606	GO_Central		P
UniProtKB	P07204	THBD	involved_in	GO:0031638	zymogen activation	ECO:0005547	NAS	PMID:12524220		9606	ComplexPortal		P
UniProtKB	P07237	P4HB	involved_in	GO:0030070	insulin processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P09103|ensembl:ENSMUSP00000026122	9606	Ensembl		P
UniProtKB	P07237	P4HB	involved_in	GO:0030070	insulin processing	ECO:0000304	TAS	Reactome:R-HSA-264876		9606	Reactome		P
UniProtKB	P07711	CTSL	involved_in	GO:0016540	protein autoprocessing	ECO:0000314	IDA	PMID:9468501		9606	UniProt		P
UniProtKB	P07711	CTSL	involved_in	GO:0031638	zymogen activation	ECO:0000314	IDA	PMID:9468501		9606	UniProt		P
UniProtKB	P07711	CTSL	involved_in	GO:0034230	enkephalin processing	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P25975	9606	UniProt		P
UniProtKB	P08311	CTSG	involved_in	GO:0002003	angiotensin maturation	ECO:0000304	TAS	Reactome:R-HSA-2022411		9606	Reactome		P
UniProtKB	P08311	CTSG	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:16963625		9606	UniProt		P
UniProtKB	P08311	CTSG	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:22879591		9606	UniProt		P
UniProtKB	P08311	CTSG	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:30804664		9606	UniProt		P
UniProtKB	P08311	CTSG	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:7744748		9606	UniProt		P
UniProtKB	P08473	MME	involved_in	GO:0016485	protein processing	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000199753|RGD:620293|UniProtKB:P08473|UniProtKB:P0DPD6|UniProtKB:P42891|UniProtKB:P42892	9606	GO_Central		P
UniProtKB	P08473	MME	involved_in	GO:0061837	neuropeptide processing	ECO:0000316	IGI	PMID:24825898	UniProtKB:P05067	9606	ARUK-UCL	has_input(UniProtKB:P01303)	
UniProtKB	P08709	F7	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:24998411		9606	BHF-UCL	occurs_in(CL:0002618)	
UniProtKB	P09668	CTSH	involved_in	GO:0031638	zymogen activation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P49935|ensembl:ENSMUSP00000034915	9606	Ensembl		P
UniProtKB	P09668	CTSH	involved_in	GO:0031638	zymogen activation	ECO:0000314	IDA	PMID:20435891		9606	UniProt	has_input(UniProtKB:P10144)	P
UniProtKB	P09874	PARP1	involved_in	GO:0016540	protein autoprocessing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27008|ensembl:ENSRNOP00000004232	9606	Ensembl		P
UniProtKB	P09958	FURIN	acts_upstream_of_or_within	GO:0016485	protein processing	ECO:0000314	IDA	PMID:15606899		9606	MGI		P
UniProtKB	P09958	FURIN	involved_in	GO:0006465	signal peptide processing	ECO:0000314	IDA	PMID:16912035		9606	HGNC-UCL		P
UniProtKB	P09958	FURIN	involved_in	GO:0006465	signal peptide processing	ECO:0000304	TAS	Reactome:R-HSA-159782		9606	Reactome		P
UniProtKB	P09958	FURIN	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P23188|ensembl:ENSMUSP00000113793	9606	Ensembl		P
UniProtKB	P09958	FURIN	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:10526337		9606	UniProt		P
UniProtKB	P09958	FURIN	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:10567353		9606	BHF-UCL		P
UniProtKB	P09958	FURIN	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:14744861		9606	BHF-UCL		P
UniProtKB	P09958	FURIN	involved_in	GO:0016485	protein processing	ECO:0000315	IMP	PMID:15899807		9606	BHF-UCL		P
UniProtKB	P09958	FURIN	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:17938254		9606	BHF-UCL	has_input(UniProtKB:Q6ZVN8)	P
UniProtKB	P09958	FURIN	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:9242664		9606	BHF-UCL		P
UniProtKB	P09958	FURIN	involved_in	GO:0016486	peptide hormone processing	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:97515|PANTHER:PTN000082901|RGD:3246|UniProtKB:P09958|UniProtKB:P29122|UniProtKB:Q92824|WB:WBGene00002232	9606	GO_Central		P
UniProtKB	P09958	FURIN	involved_in	GO:0016486	peptide hormone processing	ECO:0000314	IDA	PMID:9242664		9606	BHF-UCL		P
UniProtKB	P09958	FURIN	involved_in	GO:0031638	zymogen activation	ECO:0000315	IMP	PMID:11799113		9606	UniProt		P
UniProtKB	P09958	FURIN	involved_in	GO:0031638	zymogen activation	ECO:0000315	IMP	PMID:9130696		9606	UniProt		P
UniProtKB	P09958	FURIN	involved_in	GO:0090472	dibasic protein processing	ECO:0000315	IMP	PMID:11799113		9606	UniProt		P
UniProtKB	P09958	FURIN	involved_in	GO:0140447	cytokine precursor processing	ECO:0000314	IDA	PMID:7737999		9606	UniProt	has_input(UniProtKB:P01137)	
UniProtKB	P0C7V7	SEC11B	involved_in	GO:0006465	signal peptide processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001733|InterPro:IPR019533	9606	InterPro		P
UniProtKB	P0C7V7	SEC11B	involved_in	GO:0006465	signal peptide processing	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000086749|SGD:S000001461|UniProtKB:P67812|UniProtKB:Q9BY50	9606	GO_Central		P
UniProtKB	P0DPD6	ECE2	involved_in	GO:0016485	protein processing	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000199753|RGD:620293|UniProtKB:P08473|UniProtKB:P0DPD6|UniProtKB:P42891|UniProtKB:P42892	9606	GO_Central		P
UniProtKB	P0DPD6	ECE2	involved_in	GO:0016486	peptide hormone processing	ECO:0000314	IDA	PMID:11718899		9606	UniProt		P
UniProtKB	P0DPD8	EEF1AKMT4-ECE2	involved_in	GO:0016485	protein processing	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000199753|RGD:620293|UniProtKB:P08473|UniProtKB:P0DPD6|UniProtKB:P42891|UniProtKB:P42892	9606	GO_Central		P
UniProtKB	P10071	GLI3	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61602|ensembl:ENSMUSP00000106137	9606	Ensembl		P
UniProtKB	P10124	SRGN	involved_in	GO:0016485	protein processing	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P13609	9606	UniProt		P
UniProtKB	P12821	ACE	involved_in	GO:0002003	angiotensin maturation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P09470|ensembl:ENSMUSP00000001963	9606	Ensembl		P
UniProtKB	P12821	ACE	involved_in	GO:0002003	angiotensin maturation	ECO:0000314	IDA	PMID:11432860		9606	UniProt		P
UniProtKB	P12821	ACE	involved_in	GO:0002003	angiotensin maturation	ECO:0000314	IDA	PMID:1320019		9606	UniProt		P
UniProtKB	P12821	ACE	involved_in	GO:0002003	angiotensin maturation	ECO:0000305	IC	PMID:1668266	GO:0008237	9606	UniProt		P
UniProtKB	P12821	ACE	involved_in	GO:0002003	angiotensin maturation	ECO:0000314	IDA	PMID:4322742		9606	UniProt		P
UniProtKB	P12821	ACE	involved_in	GO:0002003	angiotensin maturation	ECO:0000314	IDA	PMID:6270633		9606	UniProt		P
UniProtKB	P13497	BMP1	involved_in	GO:0016485	protein processing	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0003719|FB:FBgn0004885|PANTHER:PTN001298759	9606	GO_Central		P
UniProtKB	P13726	F3	involved_in	GO:0002541	activation of plasma proteins involved in acute inflammatory response	ECO:0000314	IDA	PMID:17469850		9606	BHF-UCL		P
UniProtKB	P13726	F3	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:24998411		9606	BHF-UCL	occurs_in(CL:0002618)	
UniProtKB	P14091	CTSE	involved_in	GO:0016540	protein autoprocessing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P16228|ensembl:ENSRNOP00000048353	9606	Ensembl		P
UniProtKB	P14384	CPM	involved_in	GO:0016485	protein processing	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0004648|MGI:MGI:101932|PANTHER:PTN000163973|RGD:2394|WB:WBGene00001189	9606	GO_Central		P
UniProtKB	P15169	CPN1	involved_in	GO:0016485	protein processing	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0004648|MGI:MGI:101932|PANTHER:PTN000163973|RGD:2394|WB:WBGene00001189	9606	GO_Central		P
UniProtKB	P16519	PCSK2	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P21661|ensembl:ENSMUSP00000028905	9606	Ensembl		P
UniProtKB	P16519	PCSK2	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P28841|ensembl:ENSRNOP00000007249	9606	Ensembl		P
UniProtKB	P16519	PCSK2	involved_in	GO:0016486	peptide hormone processing	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0023179|MGI:MGI:97512|PANTHER:PTN000082858|RGD:3273|UniProtKB:P16519|WB:WBGene00001172	9606	GO_Central		P
UniProtKB	P16519	PCSK2	involved_in	GO:0016486	peptide hormone processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P21661|ensembl:ENSMUSP00000028905	9606	Ensembl		P
UniProtKB	P16519	PCSK2	involved_in	GO:0016486	peptide hormone processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P28841|ensembl:ENSRNOP00000007249	9606	Ensembl		P
UniProtKB	P16519	PCSK2	involved_in	GO:0016486	peptide hormone processing	ECO:0000314	IDA	PMID:28719828		9606	UniProt		P
UniProtKB	P16519	PCSK2	involved_in	GO:0016540	protein autoprocessing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P21661|ensembl:ENSMUSP00000028905	9606	Ensembl		P
UniProtKB	P16519	PCSK2	involved_in	GO:0030070	insulin processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P21661|ensembl:ENSMUSP00000028905	9606	Ensembl		P
UniProtKB	P16519	PCSK2	involved_in	GO:0030070	insulin processing	ECO:0000314	IDA	PMID:7626024		9606	BHF-UCL		P
UniProtKB	P16519	PCSK2	involved_in	GO:0034230	enkephalin processing	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P21661	9606	BHF-UCL		P
UniProtKB	P16519	PCSK2	involved_in	GO:0034230	enkephalin processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P21661|ensembl:ENSMUSP00000028905	9606	Ensembl		P
UniProtKB	P16519	PCSK2	involved_in	GO:0034231	islet amyloid polypeptide processing	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P28841	9606	BHF-UCL		P
UniProtKB	P16519	PCSK2	involved_in	GO:0034231	islet amyloid polypeptide processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P28841|ensembl:ENSRNOP00000007249	9606	Ensembl		P
UniProtKB	P16870	CPE	involved_in	GO:0016485	protein processing	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0004648|MGI:MGI:101932|PANTHER:PTN000163973|RGD:2394|WB:WBGene00001189	9606	GO_Central		P
UniProtKB	P16870	CPE	involved_in	GO:0030070	insulin processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q00493|ensembl:ENSMUSP00000048555	9606	Ensembl		P
UniProtKB	P17655	CAPN2	involved_in	GO:0016540	protein autoprocessing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q07009|ensembl:ENSRNOP00000046509	9606	Ensembl		P
UniProtKB	P19440	GGT1	involved_in	GO:0031638	zymogen activation	ECO:0000314	IDA	PMID:23682772		9606	UniProt		P
UniProtKB	P23276	KEL	involved_in	GO:0016485	protein processing	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000199753|RGD:620293|UniProtKB:P08473|UniProtKB:P0DPD6|UniProtKB:P42891|UniProtKB:P42892	9606	GO_Central		P
UniProtKB	P23946	CMA1	involved_in	GO:0002003	angiotensin maturation	ECO:0000304	TAS	Reactome:R-HSA-2022383		9606	Reactome		P
UniProtKB	P23946	CMA1	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P50339|ensembl:ENSRNOP00000061330	9606	Ensembl		P
UniProtKB	P23946	CMA1	involved_in	GO:0140447	cytokine precursor processing	ECO:0000314	IDA	PMID:1919436		9606	BHF-UCL	has_input(UniProtKB:P01584)	P
UniProtKB	P25774	CTSS	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:22864553		9606	CACAO		P
UniProtKB	P27487	DPP4	involved_in	GO:0016486	peptide hormone processing	ECO:0000304	TAS	Reactome:R-HSA-400511		9606	Reactome		P
UniProtKB	P27487	DPP4	involved_in	GO:0120116	glucagon processing	ECO:0000304	TAS	Reactome:R-HSA-381771		9606	Reactome		P
UniProtKB	P27930	IL1R2	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27931|ensembl:ENSMUSP00000027243	9606	Ensembl		P
UniProtKB	P29120	PCSK1	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P28840|ensembl:ENSRNOP00000015185	9606	Ensembl		P
UniProtKB	P29120	PCSK1	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P63239|ensembl:ENSMUSP00000022075	9606	Ensembl		P
UniProtKB	P29120	PCSK1	involved_in	GO:0016486	peptide hormone processing	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:97511|PANTHER:PTN001647685|RGD:3272	9606	GO_Central		P
UniProtKB	P29120	PCSK1	involved_in	GO:0016486	peptide hormone processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P28840|ensembl:ENSRNOP00000015185	9606	Ensembl		P
UniProtKB	P29120	PCSK1	involved_in	GO:0016486	peptide hormone processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P63239|ensembl:ENSMUSP00000022075	9606	Ensembl		P
UniProtKB	P29120	PCSK1	involved_in	GO:0016540	protein autoprocessing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P28840|ensembl:ENSRNOP00000015185	9606	Ensembl		P
UniProtKB	P29120	PCSK1	involved_in	GO:0030070	insulin processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P63239|ensembl:ENSMUSP00000022075	9606	Ensembl		P
UniProtKB	P29122	PCSK6	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F6XJP7|ensembl:ENSMUSP00000053742	9606	Ensembl		P
UniProtKB	P29122	PCSK6	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:8218226		9606	BHF-UCL		P
UniProtKB	P29122	PCSK6	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:9242664		9606	BHF-UCL		P
UniProtKB	P29122	PCSK6	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:9738469		9606	BHF-UCL		P
UniProtKB	P29122	PCSK6	involved_in	GO:0016486	peptide hormone processing	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:97515|PANTHER:PTN000082901|RGD:3246|UniProtKB:P09958|UniProtKB:P29122|UniProtKB:Q92824|WB:WBGene00002232	9606	GO_Central		P
UniProtKB	P29122	PCSK6	involved_in	GO:0016486	peptide hormone processing	ECO:0000314	IDA	PMID:9242664		9606	BHF-UCL		P
UniProtKB	P29466	CASP1	involved_in	GO:0016540	protein autoprocessing	ECO:0000314	IDA	PMID:11821383		9606	UniProt		P
UniProtKB	P29466	CASP1	involved_in	GO:0016540	protein autoprocessing	ECO:0000314	IDA	PMID:32109412		9606	UniProt		P
UniProtKB	P29466	CASP1	involved_in	GO:0140447	cytokine precursor processing	ECO:0000316	IGI	PMID:15882992	UniProtKB:P10749				
UniProtKB	P29466	CASP1	involved_in	GO:0140448	signaling receptor ligand precursor processing	ECO:0000316	IGI	PMID:15882992	UniProtKB:P10749				
UniProtKB	P35030	PRSS3	involved_in	GO:0031638	zymogen activation	ECO:0000314	IDA	PMID:6698368		9606	UniProt		P
UniProtKB	P36268	GGT2P	NOT|involved_in	GO:0031638	zymogen activation	ECO:0000314	IDA	PMID:23682772		9606	UniProt		P
UniProtKB	P42574	CASP3	involved_in	GO:0016485	protein processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70677|ensembl:ENSMUSP00000147767	9606	Ensembl		P
UniProtKB	P42574	CASP3	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:9334240		9606	UniProt		P
UniProtKB	P42575	CASP2	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:9044836		9606	BHF-UCL		P
UniProtKB	P42892	ECE1	involved_in	GO:0016485	protein processing	ECO:0000314	IDA	PMID:7805846		9606	BHF-UCL		P
UniProtKB	P42892	ECE1	involved_in	GO:0016486	peptide hormone processing	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002620889|UniProtKB:P42891|UniProtKB:P42892	9606	GO_Central		P
UniProtKB	P42892	ECE1	involved_in	GO:0016486	peptide hormone processing	ECO:0000314	IDA	PMID:7864876		9606	BHF-UCL		P
UniProtKB	P42892	ECE1	involved_in	GO:0034959	endothelin maturation	ECO:0000314	IDA	PMID:7805846		9606	BHF-UCL		P
UniProtKB	P48740	MASP1	involved_in	GO:0031638	zymogen activation	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002799295|UniProtKB:P00736	9606	GO_Central		P
UniProtKB	P49662	CASP4	involved_in	GO:0016540	protein autoprocessing	ECO:0000314	IDA	PMID:32109412		9606	UniProt		P
UniProtKB	P49662	CASP4	involved_in	GO:0016540	protein autoprocessing	ECO:0000314	IDA	PMID:34671164		9606	UniProt	part_of(GO:0051604)	
